date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2022-05-17, 14:53:46	146 Hz	38 W	3,3E0 mbar	3E0 mbar
2022-05-17, 14:53:48	176 Hz	41 W	3E0 mbar	2,7E0 mbar
2022-05-17, 14:53:50	202 Hz	43 W	2,7E0 mbar	2,4E0 mbar
2022-05-17, 14:53:52	234 Hz	46 W	2,4E0 mbar	1,9E0 mbar
2022-05-17, 14:53:54	266 Hz	48 W	1,9E0 mbar	1,7E0 mbar
2022-05-17, 14:53:56	293 Hz	51 W	1,6E0 mbar	1,4E0 mbar
2022-05-17, 14:53:58	319 Hz	53 W	1,2E0 mbar	1,1E0 mbar
2022-05-17, 14:54:00	349 Hz	56 W	9,2E-1 mbar	7,4E-1 mbar
2022-05-17, 14:54:02	382 Hz	58 W	5,4E-1 mbar	4,6E-1 mbar
2022-05-17, 14:54:04	407 Hz	61 W	1,7E-1 mbar	1,4E-1 mbar
2022-05-17, 14:54:06	434 Hz	63 W	3,9E-2 mbar	1,1E-2 mbar
2022-05-17, 14:54:08	470 Hz	65 W	4,8E-3 mbar	3,4E-3 mbar
2022-05-17, 14:54:10	500 Hz	68 W	2,1E-3 mbar	1,8E-3 mbar
2022-05-17, 14:54:12	528 Hz	71 W	1,4E-3 mbar	1,1E-3 mbar
2022-05-17, 14:54:14	562 Hz	73 W	1,1E-3 mbar	9E-4 mbar
2022-05-17, 14:54:16	595 Hz	76 W	1E-3 mbar	8E-4 mbar
2022-05-17, 14:54:18	632 Hz	79 W	1,4E-4 mbar	7E-4 mbar
2022-05-17, 14:54:20	657 Hz	81 W	1,2E-4 mbar	6E-4 mbar
2022-05-17, 14:54:22	694 Hz	84 W	1E-4 mbar	5,5E-4 mbar
2022-05-17, 14:54:24	722 Hz	86 W	9E-5 mbar	5E-4 mbar
2022-05-17, 14:54:26	759 Hz	88 W	8,2E-5 mbar	5E-4 mbar
2022-05-17, 14:54:28	783 Hz	88 W	7,7E-5 mbar	4,5E-4 mbar
2022-05-17, 14:54:30	817 Hz	88 W	6,9E-5 mbar	4E-4 mbar
2022-05-17, 14:54:32	844 Hz	88 W	6,6E-5 mbar	4E-4 mbar
2022-05-17, 14:54:34	870 Hz	88 W	6,3E-5 mbar	3,5E-4 mbar
2022-05-17, 14:54:36	902 Hz	88 W	6E-5 mbar	3E-4 mbar
2022-05-17, 14:54:38	927 Hz	88 W	5,8E-5 mbar	3E-4 mbar
2022-05-17, 14:54:40	948 Hz	88 W	5,5E-5 mbar	3E-4 mbar
2022-05-17, 14:54:42	979 Hz	87 W	5,3E-5 mbar	3E-4 mbar
2022-05-17, 14:54:44	1002 Hz	88 W	5,1E-5 mbar	3E-4 mbar
2022-05-17, 14:54:46	1030 Hz	87 W	4,8E-5 mbar	3E-4 mbar
2022-05-17, 14:54:48	1052 Hz	88 W	4,6E-5 mbar	3E-4 mbar
2022-05-17, 14:54:50	1077 Hz	88 W	4,5E-5 mbar	3E-4 mbar
2022-05-17, 14:54:52	1099 Hz	88 W	4,3E-5 mbar	2,5E-4 mbar
2022-05-17, 14:54:54	1123 Hz	87 W	4,1E-5 mbar	2,5E-4 mbar
2022-05-17, 14:54:56	1144 Hz	87 W	3,9E-5 mbar	2,5E-4 mbar
2022-05-17, 14:54:58	1170 Hz	88 W	3,9E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:00	1190 Hz	88 W	3,8E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:02	1215 Hz	87 W	3,7E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:04	1232 Hz	88 W	3,7E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:06	1254 Hz	88 W	3,6E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:08	1275 Hz	88 W	3,5E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:10	1294 Hz	88 W	3,4E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:12	1317 Hz	88 W	3,4E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:14	1338 Hz	88 W	3,3E-5 mbar	2,5E-4 mbar
2022-05-17, 14:55:16	1355 Hz	87 W	3,3E-5 mbar	2E-4 mbar
2022-05-17, 14:55:18	1370 Hz	87 W	3,2E-5 mbar	2E-4 mbar
2022-05-17, 14:55:20	1392 Hz	88 W	3,2E-5 mbar	2E-4 mbar
2022-05-17, 14:55:22	1414 Hz	87 W	3,1E-5 mbar	2E-4 mbar
2022-05-17, 14:55:24	1431 Hz	87 W	3E-5 mbar	2E-4 mbar
2022-05-17, 14:55:26	1445 Hz	88 W	3E-5 mbar	2E-4 mbar
2022-05-17, 14:55:28	1468 Hz	87 W	3E-5 mbar	2E-4 mbar
2022-05-17, 14:55:30	1481 Hz	56 W	2,9E-5 mbar	2E-4 mbar
2022-05-17, 14:55:32	1490 Hz	56 W	2,9E-5 mbar	2E-4 mbar
2022-05-17, 14:55:34	1502 Hz	38 W	2,8E-5 mbar	2E-4 mbar
2022-05-17, 14:55:36	1503 Hz	5 W	2,8E-5 mbar	2E-4 mbar
2022-05-17, 14:55:38	1500 Hz	6 W	2,7E-5 mbar	2E-4 mbar
2022-05-17, 14:55:40	1499 Hz	19 W	2,7E-5 mbar	2E-4 mbar
2022-05-17, 14:55:42	1500 Hz	19 W	2,6E-5 mbar	2E-4 mbar
2022-05-17, 14:55:44	1500 Hz	16 W	2,6E-5 mbar	2E-4 mbar
2022-05-17, 14:55:46	1500 Hz	15 W	2,6E-5 mbar	2E-4 mbar
2022-05-17, 14:55:48	1500 Hz	16 W	2,5E-5 mbar	2E-4 mbar
2022-05-17, 14:55:50	1500 Hz	17 W	2,5E-5 mbar	2E-4 mbar
2022-05-17, 14:55:52	1500 Hz	16 W	2,5E-5 mbar	2E-4 mbar
2022-05-17, 14:55:54	1500 Hz	16 W	2,6E-5 mbar	2E-4 mbar
2022-05-17, 14:55:56	1500 Hz	16 W	2,5E-5 mbar	2E-4 mbar
2022-05-17, 14:55:58	1500 Hz	16 W	2,5E-5 mbar	2E-4 mbar
2022-05-17, 14:56:00	1500 Hz	15 W	2,4E-5 mbar	2E-4 mbar
2022-05-17, 14:56:02	1500 Hz	16 W	2,4E-5 mbar	2E-4 mbar
2022-05-17, 14:56:04	1500 Hz	17 W	2,3E-5 mbar	2E-4 mbar
2022-05-17, 14:56:06	1500 Hz	16 W	2,3E-5 mbar	2E-4 mbar
2022-05-17, 14:56:08	1500 Hz	16 W	2,3E-5 mbar	2E-4 mbar
2022-05-17, 14:56:10	1500 Hz	16 W	2,2E-5 mbar	2E-4 mbar
2022-05-17, 14:56:12	1500 Hz	16 W	2,2E-5 mbar	2E-4 mbar
2022-05-17, 14:56:14	1500 Hz	16 W	2,1E-5 mbar	2E-4 mbar
2022-05-17, 14:56:16	1500 Hz	16 W	2,1E-5 mbar	2E-4 mbar
2022-05-17, 14:56:18	1500 Hz	16 W	2,1E-5 mbar	2E-4 mbar
2022-05-17, 14:56:20	1500 Hz	16 W	2,1E-5 mbar	2E-4 mbar
2022-05-17, 14:56:22	1500 Hz	15 W	2E-5 mbar	2E-4 mbar
2022-05-17, 14:56:24	1500 Hz	16 W	2E-5 mbar	2E-4 mbar
2022-05-17, 14:56:26	1500 Hz	16 W	2E-5 mbar	2E-4 mbar
2022-05-17, 14:56:28	1500 Hz	16 W	1,9E-5 mbar	2E-4 mbar
2022-05-17, 14:56:30	1500 Hz	16 W	1,9E-5 mbar	2E-4 mbar
2022-05-17, 14:56:32	1500 Hz	17 W	1,9E-5 mbar	2E-4 mbar
2022-05-17, 14:56:34	1500 Hz	15 W	1,9E-5 mbar	2E-4 mbar
2022-05-17, 14:56:36	1500 Hz	16 W	1,9E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:38	1500 Hz	16 W	1,9E-5 mbar	2E-4 mbar
2022-05-17, 14:56:40	1500 Hz	16 W	1,8E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:42	1500 Hz	16 W	1,8E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:44	1500 Hz	16 W	1,8E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:46	1500 Hz	16 W	1,8E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:48	1500 Hz	16 W	1,8E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:50	1500 Hz	16 W	1,8E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:52	1500 Hz	16 W	1,8E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:54	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:56	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:56:58	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:00	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:02	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:04	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:06	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:08	1500 Hz	17 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:10	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:12	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:14	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:16	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:18	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:20	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:22	1500 Hz	17 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:24	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:26	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:28	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:30	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:32	1500 Hz	17 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:34	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:36	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:38	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:40	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:42	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:44	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:46	1500 Hz	16 W	1,4E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:48	1500 Hz	16 W	2,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:57:50	1500 Hz	16 W	3,7E-5 mbar	2E-4 mbar
2022-05-17, 14:57:52	1500 Hz	16 W	5,4E-5 mbar	3,5E-4 mbar
2022-05-17, 14:57:54	1500 Hz	16 W	6,9E-5 mbar	4E-4 mbar
2022-05-17, 14:57:56	1500 Hz	17 W	8,6E-5 mbar	5E-4 mbar
2022-05-17, 14:57:58	1500 Hz	17 W	9,8E-5 mbar	6E-4 mbar
2022-05-17, 14:58:00	1500 Hz	16 W	1,1E-4 mbar	7E-4 mbar
2022-05-17, 14:58:02	1500 Hz	16 W	1,3E-4 mbar	8E-4 mbar
2022-05-17, 14:58:04	1500 Hz	16 W	1,4E-4 mbar	9E-4 mbar
2022-05-17, 14:58:06	1500 Hz	16 W	1,5E-4 mbar	1E-3 mbar
2022-05-17, 14:58:08	1500 Hz	16 W	1,7E-4 mbar	1,1E-3 mbar
2022-05-17, 14:58:10	1500 Hz	16 W	1,8E-4 mbar	1,2E-3 mbar
2022-05-17, 14:58:12	1500 Hz	16 W	1,1E-3 mbar	1,2E-3 mbar
2022-05-17, 14:58:14	1500 Hz	16 W	1,3E-3 mbar	1,3E-3 mbar
2022-05-17, 14:58:16	1500 Hz	16 W	1,4E-3 mbar	1,5E-3 mbar
2022-05-17, 14:58:18	1500 Hz	16 W	1,5E-3 mbar	1,6E-3 mbar
2022-05-17, 14:58:20	1500 Hz	16 W	1,6E-3 mbar	1,7E-3 mbar
2022-05-17, 14:58:22	1500 Hz	16 W	1,7E-3 mbar	1,7E-3 mbar
2022-05-17, 14:58:24	1500 Hz	16 W	1,8E-3 mbar	1,9E-3 mbar
2022-05-17, 14:58:26	1500 Hz	16 W	2,1E-3 mbar	2E-3 mbar
2022-05-17, 14:58:28	1500 Hz	16 W	2,1E-3 mbar	2E-3 mbar
2022-05-17, 14:58:30	1500 Hz	16 W	2,1E-3 mbar	2,1E-3 mbar
2022-05-17, 14:58:32	1500 Hz	16 W	2,2E-3 mbar	2,2E-3 mbar
2022-05-17, 14:58:34	1500 Hz	16 W	2,2E-3 mbar	2,2E-3 mbar
2022-05-17, 14:58:36	1500 Hz	16 W	2,4E-3 mbar	2,3E-3 mbar
2022-05-17, 14:58:38	1500 Hz	16 W	2,5E-3 mbar	2,3E-3 mbar
2022-05-17, 14:58:40	1500 Hz	16 W	2,5E-3 mbar	2,4E-3 mbar
2022-05-17, 14:58:42	1500 Hz	16 W	2,6E-3 mbar	2,5E-3 mbar
2022-05-17, 14:58:44	1500 Hz	16 W	2,7E-3 mbar	2,5E-3 mbar
2022-05-17, 14:58:46	1500 Hz	17 W	2,7E-3 mbar	2,6E-3 mbar
2022-05-17, 14:58:48	1500 Hz	17 W	2,8E-3 mbar	2,7E-3 mbar
2022-05-17, 14:58:50	1500 Hz	16 W	2,9E-3 mbar	2,7E-3 mbar
2022-05-17, 14:58:52	1500 Hz	16 W	2,9E-3 mbar	2,8E-3 mbar
2022-05-17, 14:58:54	1500 Hz	16 W	3E-3 mbar	2,8E-3 mbar
2022-05-17, 14:58:56	1500 Hz	16 W	3,1E-3 mbar	1,7E-3 mbar
2022-05-17, 14:58:58	1500 Hz	17 W	1E-3 mbar	4E-4 mbar
2022-05-17, 14:59:00	1500 Hz	16 W	3,2E-5 mbar	3E-4 mbar
2022-05-17, 14:59:02	1500 Hz	17 W	2,7E-5 mbar	2,5E-4 mbar
2022-05-17, 14:59:04	1500 Hz	16 W	2,5E-5 mbar	2,5E-4 mbar
2022-05-17, 14:59:06	1500 Hz	16 W	2,3E-5 mbar	2E-4 mbar
2022-05-17, 14:59:08	1500 Hz	16 W	2,1E-5 mbar	2E-4 mbar
2022-05-17, 14:59:10	1500 Hz	16 W	2E-5 mbar	2E-4 mbar
2022-05-17, 14:59:12	1500 Hz	17 W	1,9E-5 mbar	2E-4 mbar
2022-05-17, 14:59:14	1500 Hz	17 W	1,8E-5 mbar	2E-4 mbar
2022-05-17, 14:59:16	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:18	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:20	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:22	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:24	1500 Hz	17 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:26	1500 Hz	17 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:28	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:30	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:32	1500 Hz	16 W	1,4E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:34	1500 Hz	16 W	1,4E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:36	1500 Hz	16 W	1,4E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:38	1500 Hz	16 W	1,4E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:40	1500 Hz	17 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:42	1500 Hz	16 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:44	1500 Hz	16 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:46	1500 Hz	16 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:48	1500 Hz	16 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:50	1500 Hz	17 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:52	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:54	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:56	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 14:59:58	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:00:00	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:00:02	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:00:04	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:00:06	1500 Hz	16 W	1,1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:00:08	1500 Hz	16 W	2,5E-5 mbar	1,5E-4 mbar
2022-05-17, 15:00:10	1500 Hz	16 W	3,6E-5 mbar	3E-4 mbar
2022-05-17, 15:00:12	1500 Hz	16 W	5,5E-5 mbar	3E-4 mbar
2022-05-17, 15:00:14	1500 Hz	17 W	6,8E-5 mbar	4E-4 mbar
2022-05-17, 15:00:16	1500 Hz	17 W	8,2E-5 mbar	5E-4 mbar
2022-05-17, 15:00:18	1500 Hz	16 W	9,1E-5 mbar	5E-4 mbar
2022-05-17, 15:00:20	1500 Hz	16 W	9,8E-5 mbar	6E-4 mbar
2022-05-17, 15:00:22	1500 Hz	16 W	1,1E-4 mbar	7E-4 mbar
2022-05-17, 15:00:24	1500 Hz	16 W	1,2E-4 mbar	8E-4 mbar
2022-05-17, 15:00:26	1500 Hz	16 W	1,4E-4 mbar	9E-4 mbar
2022-05-17, 15:00:28	1500 Hz	16 W	1,5E-4 mbar	9,5E-4 mbar
2022-05-17, 15:00:30	1500 Hz	17 W	1,6E-4 mbar	1E-3 mbar
2022-05-17, 15:00:32	1500 Hz	16 W	1,7E-4 mbar	1,1E-3 mbar
2022-05-17, 15:00:34	1500 Hz	16 W	1,1E-3 mbar	1,2E-3 mbar
2022-05-17, 15:00:36	1500 Hz	16 W	1,1E-3 mbar	1,2E-3 mbar
2022-05-17, 15:00:38	1500 Hz	16 W	1,3E-3 mbar	1,3E-3 mbar
2022-05-17, 15:00:40	1500 Hz	16 W	1,4E-3 mbar	1,4E-3 mbar
2022-05-17, 15:00:42	1500 Hz	17 W	1,5E-3 mbar	1,5E-3 mbar
2022-05-17, 15:00:44	1500 Hz	16 W	1,5E-3 mbar	1,6E-3 mbar
2022-05-17, 15:00:46	1500 Hz	16 W	1,6E-3 mbar	1,7E-3 mbar
2022-05-17, 15:00:48	1500 Hz	16 W	1,7E-3 mbar	1,7E-3 mbar
2022-05-17, 15:00:50	1500 Hz	17 W	1,8E-3 mbar	1,8E-3 mbar
2022-05-17, 15:00:52	1500 Hz	16 W	1,9E-3 mbar	1,9E-3 mbar
2022-05-17, 15:00:54	1500 Hz	17 W	2,1E-3 mbar	2E-3 mbar
2022-05-17, 15:00:56	1500 Hz	16 W	2,1E-3 mbar	2,1E-3 mbar
2022-05-17, 15:00:58	1500 Hz	16 W	2,1E-3 mbar	2,1E-3 mbar
2022-05-17, 15:01:00	1500 Hz	16 W	2,2E-3 mbar	2,2E-3 mbar
2022-05-17, 15:01:02	1500 Hz	16 W	2,2E-3 mbar	2,2E-3 mbar
2022-05-17, 15:01:04	1500 Hz	16 W	2,4E-3 mbar	2,3E-3 mbar
2022-05-17, 15:01:06	1500 Hz	16 W	2,4E-3 mbar	2,3E-3 mbar
2022-05-17, 15:01:08	1500 Hz	16 W	2,5E-3 mbar	2,4E-3 mbar
2022-05-17, 15:01:10	1500 Hz	16 W	2,5E-3 mbar	2,4E-3 mbar
2022-05-17, 15:01:12	1500 Hz	16 W	2,6E-3 mbar	2,5E-3 mbar
2022-05-17, 15:01:14	1500 Hz	16 W	2,7E-3 mbar	2,5E-3 mbar
2022-05-17, 15:01:16	1500 Hz	16 W	2,7E-3 mbar	2,6E-3 mbar
2022-05-17, 15:01:18	1500 Hz	17 W	2,7E-3 mbar	2,6E-3 mbar
2022-05-17, 15:01:20	1500 Hz	16 W	2,8E-3 mbar	2,7E-3 mbar
2022-05-17, 15:01:22	1500 Hz	16 W	2,9E-3 mbar	2,7E-3 mbar
2022-05-17, 15:01:24	1500 Hz	16 W	2,9E-3 mbar	2,8E-3 mbar
2022-05-17, 15:01:26	1500 Hz	16 W	3E-3 mbar	2,8E-3 mbar
2022-05-17, 15:01:28	1500 Hz	17 W	3E-3 mbar	2,9E-3 mbar
2022-05-17, 15:01:30	1500 Hz	16 W	1E-3 mbar	4E-4 mbar
2022-05-17, 15:01:32	1500 Hz	17 W	1E-3 mbar	3E-4 mbar
2022-05-17, 15:01:34	1500 Hz	16 W	2,6E-5 mbar	2,5E-4 mbar
2022-05-17, 15:01:36	1500 Hz	16 W	2,3E-5 mbar	2E-4 mbar
2022-05-17, 15:01:38	1500 Hz	16 W	2E-5 mbar	2E-4 mbar
2022-05-17, 15:01:40	1500 Hz	17 W	1,9E-5 mbar	2E-4 mbar
2022-05-17, 15:01:42	1500 Hz	16 W	1,7E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:44	1500 Hz	17 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:46	1500 Hz	16 W	1,6E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:48	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:50	1500 Hz	16 W	1,5E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:52	1500 Hz	16 W	1,4E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:54	1500 Hz	16 W	1,4E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:56	1500 Hz	17 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 15:01:58	1500 Hz	16 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:00	1500 Hz	16 W	1,3E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:02	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:04	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:06	1500 Hz	16 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:08	1500 Hz	17 W	1,2E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:10	1500 Hz	17 W	1,1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:12	1500 Hz	16 W	1,1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:14	1500 Hz	16 W	1,1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:16	1500 Hz	16 W	1,1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:18	1500 Hz	17 W	1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:20	1500 Hz	17 W	1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:22	1500 Hz	17 W	1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:24	1500 Hz	16 W	1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:26	1500 Hz	16 W	1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:28	1500 Hz	16 W	1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:30	1500 Hz	17 W	1E-5 mbar	1,5E-4 mbar
2022-05-17, 15:02:32	1500 Hz	16 W	9,9E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:34	1500 Hz	16 W	9,8E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:36	1500 Hz	17 W	9,8E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:38	1500 Hz	16 W	9,7E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:40	1500 Hz	16 W	9,6E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:42	1500 Hz	16 W	9,5E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:44	1500 Hz	16 W	9,5E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:46	1500 Hz	16 W	9,4E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:48	1500 Hz	16 W	9,3E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:50	1500 Hz	16 W	9,2E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:52	1500 Hz	16 W	9,2E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:54	1500 Hz	16 W	9,1E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:56	1500 Hz	16 W	9,1E-6 mbar	1,5E-4 mbar
2022-05-17, 15:02:58	1500 Hz	17 W	9E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:00	1500 Hz	16 W	8,9E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:02	1500 Hz	16 W	8,9E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:04	1500 Hz	16 W	8,8E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:06	1500 Hz	16 W	8,8E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:08	1500 Hz	16 W	8,7E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:10	1500 Hz	16 W	8,7E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:12	1500 Hz	17 W	8,6E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:14	1500 Hz	16 W	8,6E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:16	1500 Hz	16 W	8,5E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:18	1500 Hz	16 W	8,5E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:20	1500 Hz	17 W	8,5E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:22	1500 Hz	16 W	8,4E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:24	1500 Hz	16 W	8,4E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:26	1500 Hz	16 W	8,3E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:28	1500 Hz	16 W	8,3E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:30	1500 Hz	16 W	8,2E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:32	1500 Hz	16 W	8,2E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:34	1500 Hz	16 W	8,2E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:36	1500 Hz	16 W	8,1E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:38	1500 Hz	16 W	8,1E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:40	1500 Hz	16 W	8,1E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:42	1500 Hz	16 W	8E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:44	1500 Hz	16 W	8E-6 mbar	1,5E-4 mbar
2022-05-17, 15:03:46	1500 Hz	17 W	7,9E-6 mbar	1,5E-4 mbar
